year,race,driver,team,lap_number,stint,compound_before,compound_after,pit_in_time
2022,Monaco Grand Prix,MSC,Haas F1 Team,5.0,2.0,WET,INTERMEDIATE,0 days 02:14:46.739000
2022,Monaco Grand Prix,MSC,Haas F1 Team,18.0,3.0,INTERMEDIATE,HARD,0 days 02:36:30.480000
2022,Monaco Grand Prix,VET,Aston Martin,7.0,2.0,WET,INTERMEDIATE,0 days 02:18:06.281000
2022,Monaco Grand Prix,VET,Aston Martin,24.0,3.0,INTERMEDIATE,HARD,0 days 02:45:05.320000
2022,Monaco Grand Prix,VET,Aston Martin,31.0,4.0,HARD,HARD,0 days 03:17:11.660000
2022,Monaco Grand Prix,SAI,Ferrari,22.0,2.0,WET,HARD,0 days 02:41:04.112000
2022,Monaco Grand Prix,SAI,Ferrari,31.0,3.0,HARD,HARD,0 days 03:16:52.541000
2022,Monaco Grand Prix,LAT,Williams,2.0,2.0,WET,INTERMEDIATE,0 days 02:09:56.157000
2022,Monaco Grand Prix,LAT,Williams,3.0,3.0,INTERMEDIATE,HARD,0 days 02:11:41.291000
2022,Monaco Grand Prix,LAT,Williams,23.0,4.0,HARD,MEDIUM,0 days 02:44:17.903000
2022,Monaco Grand Prix,RUS,Mercedes,22.0,2.0,WET,HARD,0 days 02:41:26.504000
2022,Monaco Grand Prix,RUS,Mercedes,31.0,3.0,HARD,MEDIUM,0 days 03:16:58.998000
2022,Monaco Grand Prix,BOT,Alfa Romeo,21.0,2.0,WET,HARD,0 days 02:40:35.829000
2022,Monaco Grand Prix,BOT,Alfa Romeo,31.0,3.0,HARD,HARD,0 days 03:17:09.709000
2022,Azerbaijan Grand Prix,VER,Red Bull Racing,19.0,2.0,MEDIUM,HARD,0 days 01:38:23.691000
2022,Azerbaijan Grand Prix,VER,Red Bull Racing,34.0,3.0,HARD,HARD,0 days 02:06:26.050000
2022,Azerbaijan Grand Prix,GAS,AlphaTauri,10.0,2.0,MEDIUM,HARD,0 days 01:22:14.996000
2022,Azerbaijan Grand Prix,PER,Red Bull Racing,17.0,2.0,MEDIUM,HARD,0 days 01:34:52.537000
2022,Azerbaijan Grand Prix,PER,Red Bull Racing,34.0,3.0,HARD,HARD,0 days 02:06:43.246000
2022,Azerbaijan Grand Prix,ALO,Alpine,19.0,2.0,MEDIUM,HARD,0 days 01:39:06.994000
2022,Azerbaijan Grand Prix,LEC,Ferrari,10.0,2.0,MEDIUM,HARD,0 days 01:21:57.258000
2022,Azerbaijan Grand Prix,STR,Aston Martin,31.0,2.0,HARD,MEDIUM,0 days 02:01:39.255000
2022,Azerbaijan Grand Prix,MAG,Haas F1 Team,10.0,2.0,MEDIUM,HARD,0 days 01:22:32.058000
2022,Azerbaijan Grand Prix,TSU,AlphaTauri,10.0,2.0,MEDIUM,HARD,0 days 01:22:23.333000
2022,Azerbaijan Grand Prix,TSU,AlphaTauri,39.0,3.0,HARD,SOFT,0 days 02:17:23.534000
2022,Azerbaijan Grand Prix,ALB,Williams,10.0,2.0,MEDIUM,HARD,0 days 01:22:38.815000
2022,Azerbaijan Grand Prix,ALB,Williams,30.0,3.0,HARD,HARD,0 days 01:59:48.371000
2022,Azerbaijan Grand Prix,ZHO,Alfa Romeo,10.0,2.0,MEDIUM,HARD,0 days 01:22:31.063000
2022,Azerbaijan Grand Prix,RIC,McLaren,34.0,2.0,HARD,MEDIUM,0 days 02:07:47.151000
2022,Azerbaijan Grand Prix,OCO,Alpine,34.0,2.0,HARD,MEDIUM,0 days 02:08:00.457000
2022,Azerbaijan Grand Prix,NOR,McLaren,21.0,2.0,MEDIUM,HARD,0 days 01:42:52.975000
2022,Azerbaijan Grand Prix,HAM,Mercedes,10.0,2.0,MEDIUM,HARD,0 days 01:22:18.754000
2022,Azerbaijan Grand Prix,HAM,Mercedes,34.0,3.0,HARD,HARD,0 days 02:07:35.743000
2022,Azerbaijan Grand Prix,MSC,Haas F1 Team,10.0,2.0,HARD,MEDIUM,0 days 01:22:46.494000
2022,Azerbaijan Grand Prix,MSC,Haas F1 Team,24.0,3.0,MEDIUM,HARD,0 days 01:49:03.132000
2022,Azerbaijan Grand Prix,VET,Aston Martin,10.0,2.0,MEDIUM,HARD,0 days 01:22:17.812000
2022,Azerbaijan Grand Prix,LAT,Williams,4.0,2.0,MEDIUM,MEDIUM,0 days 01:11:10.536000
2022,Azerbaijan Grand Prix,LAT,Williams,18.0,3.0,MEDIUM,HARD,0 days 01:38:15.497000
2022,Azerbaijan Grand Prix,RUS,Mercedes,10.0,2.0,MEDIUM,HARD,0 days 01:22:07.991000
2022,Azerbaijan Grand Prix,RUS,Mercedes,34.0,3.0,HARD,HARD,0 days 02:07:05.945000
2022,Azerbaijan Grand Prix,BOT,Alfa Romeo,34.0,2.0,HARD,MEDIUM,0 days 02:08:07.438000
2022,Canadian Grand Prix,VER,Red Bull Racing,10.0,2.0,MEDIUM,HARD,0 days 01:16:23.198000
2022,Canadian Grand Prix,VER,Red Bull Racing,44.0,3.0,HARD,HARD,0 days 02:01:12.031000
2022,Canadian Grand Prix,GAS,AlphaTauri,6.0,2.0,MEDIUM,HARD,0 days 01:10:48.617000
2022,Canadian Grand Prix,GAS,AlphaTauri,37.0,3.0,HARD,HARD,0 days 01:53:20.509000
2022,Canadian Grand Prix,ALO,Alpine,29.0,2.0,MEDIUM,HARD,0 days 01:42:11.250000
2022,Canadian Grand Prix,ALO,Alpine,50.0,3.0,HARD,MEDIUM,0 days 02:10:49.788000
2022,Canadian Grand Prix,LEC,Ferrari,42.0,2.0,HARD,MEDIUM,0 days 01:59:29.744000
2022,Canadian Grand Prix,STR,Aston Martin,48.0,2.0,HARD,MEDIUM,0 days 02:07:51.979000
2022,Canadian Grand Prix,MAG,Haas F1 Team,8.0,2.0,MEDIUM,HARD,0 days 01:13:41.536000
2022,Canadian Grand Prix,TSU,AlphaTauri,10.0,2.0,MEDIUM,HARD,0 days 01:16:48.974000
2022,Canadian Grand Prix,ALB,Williams,19.0,2.0,MEDIUM,HARD,0 days 01:29:08.952000
2022,Canadian Grand Prix,ALB,Williams,49.0,3.0,HARD,HARD,0 days 02:09:55.428000
2022,Canadian Grand Prix,ZHO,Alfa Romeo,20.0,2.0,MEDIUM,HARD,0 days 01:30:24.733000
2022,Canadian Grand Prix,ZHO,Alfa Romeo,50.0,3.0,HARD,HARD,0 days 02:11:16.547000
2022,Canadian Grand Prix,RIC,McLaren,20.0,2.0,MEDIUM,HARD,0 days 01:30:27.975000
2022,Canadian Grand Prix,RIC,McLaren,50.0,3.0,HARD,HARD,0 days 02:11:21.612000
2022,Canadian Grand Prix,OCO,Alpine,20.0,2.0,MEDIUM,HARD,0 days 01:30:19.907000
2022,Canadian Grand Prix,OCO,Alpine,50.0,3.0,HARD,MEDIUM,0 days 02:10:44.815000
2022,Canadian Grand Prix,NOR,McLaren,20.0,2.0,HARD,HARD,0 days 01:30:44.016000
2022,Canadian Grand Prix,NOR,McLaren,43.0,3.0,HARD,MEDIUM,0 days 02:01:24.735000
2022,Canadian Grand Prix,HAM,Mercedes,10.0,2.0,MEDIUM,HARD,0 days 01:16:29.660000
2022,Canadian Grand Prix,HAM,Mercedes,45.0,3.0,HARD,HARD,0 days 02:02:49.148000
2022,Canadian Grand Prix,VET,Aston Martin,6.0,2.0,MEDIUM,HARD,0 days 01:10:45.498000
2022,Canadian Grand Prix,VET,Aston Martin,20.0,3.0,HARD,HARD,0 days 01:30:36.907000
2022,Canadian Grand Prix,SAI,Ferrari,21.0,2.0,MEDIUM,HARD,0 days 01:31:17.001000
2022,Canadian Grand Prix,SAI,Ferrari,50.0,3.0,HARD,HARD,0 days 02:09:44.641000
2022,Canadian Grand Prix,LAT,Williams,10.0,2.0,MEDIUM,HARD,0 days 01:16:55.903000
2022,Canadian Grand Prix,LAT,Williams,38.0,3.0,HARD,HARD,0 days 01:55:18.109000
2022,Canadian Grand Prix,RUS,Mercedes,20.0,2.0,MEDIUM,HARD,0 days 01:30:09.441000
2022,Canadian Grand Prix,RUS,Mercedes,46.0,3.0,HARD,HARD,0 days 02:04:13.821000
2022,Canadian Grand Prix,BOT,Alfa Romeo,50.0,2.0,HARD,MEDIUM,0 days 02:11:04.564000
2022,British Grand Prix,VER,Red Bull Racing,2.0,2.0,SOFT,MEDIUM,0 days 01:57:53.907000
2022,British Grand Prix,VER,Red Bull Racing,13.0,3.0,MEDIUM,MEDIUM,0 days 02:16:23.845000
2022,British Grand Prix,VER,Red Bull Racing,24.0,4.0,MEDIUM,HARD,0 days 02:34:10.828000
2022,British Grand Prix,VER,Red Bull Racing,40.0,5.0,HARD,SOFT,0 days 03:00:39.996000
2022,British Grand Prix,GAS,AlphaTauri,2.0,2.0,MEDIUM,SOFT,0 days 01:58:17.315000
2022,British Grand Prix,GAS,AlphaTauri,17.0,3.0,SOFT,HARD,0 days 02:23:17.459000
2022,British Grand Prix,PER,Red Bull Racing,2.0,2.0,MEDIUM,MEDIUM,0 days 01:57:57.154000
2022,British Grand Prix,PER,Red Bull Racing,6.0,3.0,MEDIUM,MEDIUM,0 days 02:05:40.792000
2022,British Grand Prix,PER,Red Bull Racing,40.0,4.0,MEDIUM,SOFT,0 days 02:59:35.965000
2022,British Grand Prix,ALO,Alpine,2.0,2.0,MEDIUM,MEDIUM,0 days 01:58:11.411000
2022,British Grand Prix,ALO,Alpine,34.0,3.0,MEDIUM,HARD,0 days 02:49:32.896000
2022,British Grand Prix,ALO,Alpine,40.0,4.0,HARD,SOFT,0 days 03:00:01.497000
2022,British Grand Prix,LEC,Ferrari,2.0,2.0,MEDIUM,MEDIUM,0 days 01:57:55.732000
2022,British Grand Prix,LEC,Ferrari,26.0,3.0,MEDIUM,HARD,0 days 02:36:33.927000
2022,British Grand Prix,STR,Aston Martin,2.0,2.0,MEDIUM,MEDIUM,0 days 01:58:35.934000
2022,British Grand Prix,STR,Aston Martin,16.0,3.0,MEDIUM,HARD,0 days 02:21:42.117000
2022,British Grand Prix,STR,Aston Martin,41.0,4.0,HARD,MEDIUM,0 days 03:02:42.686000
2022,British Grand Prix,MAG,Haas F1 Team,2.0,2.0,SOFT,MEDIUM,0 days 01:58:25.527000
2022,British Grand Prix,MAG,Haas F1 Team,23.0,3.0,MEDIUM,MEDIUM,0 days 02:32:42.017000
2022,British Grand Prix,TSU,AlphaTauri,2.0,2.0,MEDIUM,SOFT,0 days 01:58:20.543000
2022,British Grand Prix,TSU,AlphaTauri,19.0,3.0,SOFT,HARD,0 days 02:26:41.839000
2022,British Grand Prix,TSU,AlphaTauri,39.0,4.0,HARD,SOFT,0 days 02:59:38.880000
2022,British Grand Prix,RIC,McLaren,2.0,2.0,MEDIUM,MEDIUM,0 days 01:58:21.162000
2022,British Grand Prix,RIC,McLaren,21.0,3.0,MEDIUM,HARD,0 days 02:29:33.718000
2022,British Grand Prix,RIC,McLaren,33.0,4.0,HARD,SOFT,0 days 02:48:54.510000
2022,British Grand Prix,RIC,McLaren,39.0,5.0,SOFT,SOFT,0 days 02:59:29.471000
2022,British Grand Prix,OCO,Alpine,2.0,2.0,MEDIUM,SOFT,0 days 01:58:24.313000
2022,British Grand Prix,OCO,Alpine,23.0,3.0,SOFT,HARD,0 days 02:32:39.249000
2022,British Grand Prix,NOR,McLaren,2.0,2.0,MEDIUM,MEDIUM,0 days 01:58:07.425000
2022,British Grand Prix,NOR,McLaren,35.0,3.0,MEDIUM,HARD,0 days 02:51:03.331000
2022,British Grand Prix,NOR,McLaren,41.0,4.0,HARD,SOFT,0 days 03:02:19.896000
2022,British Grand Prix,HAM,Mercedes,2.0,2.0,MEDIUM,MEDIUM,0 days 01:58:02.064000
2022,British Grand Prix,HAM,Mercedes,34.0,3.0,MEDIUM,HARD,0 days 02:48:56.881000
2022,British Grand Prix,HAM,Mercedes,40.0,4.0,HARD,SOFT,0 days 02:59:28.526000
2022,British Grand Prix,MSC,Haas F1 Team,2.0,2.0,MEDIUM,MEDIUM,0 days 01:58:31.790000
2022,British Grand Prix,MSC,Haas F1 Team,20.0,3.0,MEDIUM,HARD,0 days 02:27:57.102000
2022,British Grand Prix,MSC,Haas F1 Team,40.0,4.0,HARD,SOFT,0 days 03:00:43.619000
2022,British Grand Prix,VET,Aston Martin,2.0,2.0,SOFT,SOFT,0 days 01:58:30.070000
2022,British Grand Prix,VET,Aston Martin,7.0,3.0,SOFT,MEDIUM,0 days 02:07:16.396000
2022,British Grand Prix,VET,Aston Martin,40.0,4.0,MEDIUM,MEDIUM,0 days 03:00:32.249000
2022,British Grand Prix,SAI,Ferrari,2.0,2.0,MEDIUM,MEDIUM,0 days 01:57:51.315000
2022,British Grand Prix,SAI,Ferrari,21.0,3.0,MEDIUM,HARD,0 days 02:28:47.826000
2022,British Grand Prix,SAI,Ferrari,40.0,4.0,HARD,SOFT,0 days 02:59:27.291000
2022,British Grand Prix,LAT,Williams,2.0,2.0,SOFT,SOFT,0 days 01:58:14.100000
2022,British Grand Prix,LAT,Williams,20.0,3.0,SOFT,MEDIUM,0 days 02:27:54.757000
2022,British Grand Prix,LAT,Williams,40.0,4.0,MEDIUM,SOFT,0 days 03:00:53.211000
2022,British Grand Prix,BOT,Alfa Romeo,2.0,2.0,MEDIUM,MEDIUM,0 days 01:58:18.992000
2022,Austrian Grand Prix,VER,Red Bull Racing,14.0,2.0,MEDIUM,HARD,0 days 01:19:06.511000
2022,Austrian Grand Prix,VER,Red Bull Racing,37.0,3.0,HARD,HARD,0 days 01:46:28.377000
2022,Austrian Grand Prix,VER,Red Bull Racing,59.0,4.0,HARD,MEDIUM,0 days 02:12:58.897000
2022,Austrian Grand Prix,GAS,AlphaTauri,13.0,2.0,MEDIUM,HARD,0 days 01:18:20.075000
2022,Austrian Grand Prix,GAS,AlphaTauri,41.0,3.0,HARD,None,0 days 01:52:18.982000
2022,Austrian Grand Prix,PER,Red Bull Racing,2.0,2.0,MEDIUM,HARD,0 days 01:05:38.502000
2022,Austrian Grand Prix,ALO,Alpine,28.0,2.0,HARD,HARD,0 days 01:36:27.455000
2022,Austrian Grand Prix,ALO,Alpine,58.0,3.0,HARD,MEDIUM,0 days 02:12:46.756000
2022,Austrian Grand Prix,ALO,Alpine,59.0,4.0,MEDIUM,MEDIUM,0 days 02:14:15.872000
2022,Austrian Grand Prix,LEC,Ferrari,27.0,2.0,MEDIUM,HARD,0 days 01:34:25.435000
2022,Austrian Grand Prix,LEC,Ferrari,50.0,3.0,HARD,HARD,0 days 02:01:39.671000
2022,Austrian Grand Prix,LEC,Ferrari,59.0,4.0,HARD,MEDIUM,0 days 02:12:54.174000
2022,Austrian Grand Prix,STR,Aston Martin,30.0,2.0,MEDIUM,HARD,0 days 01:38:45.635000
2022,Austrian Grand Prix,STR,Aston Martin,49.0,3.0,HARD,MEDIUM,0 days 02:01:51.935000
2022,Austrian Grand Prix,MAG,Haas F1 Team,16.0,2.0,MEDIUM,HARD,0 days 01:21:47.354000
2022,Austrian Grand Prix,MAG,Haas F1 Team,42.0,3.0,HARD,None,0 days 01:53:10.181000
2022,Austrian Grand Prix,TSU,AlphaTauri,27.0,2.0,HARD,MEDIUM,0 days 01:35:15.371000
2022,Austrian Grand Prix,TSU,AlphaTauri,47.0,3.0,MEDIUM,HARD,0 days 01:59:32.261000
2022,Austrian Grand Prix,ALB,Williams,12.0,2.0,MEDIUM,HARD,0 days 01:17:06.528000
2022,Austrian Grand Prix,ALB,Williams,43.0,3.0,HARD,None,0 days 01:54:30.297000
2022,Austrian Grand Prix,ZHO,Alfa Romeo,25.0,2.0,HARD,HARD,0 days 01:32:55.587000
2022,Austrian Grand Prix,ZHO,Alfa Romeo,47.0,3.0,HARD,MEDIUM,0 days 01:59:35.596000
2022,Austrian Grand Prix,RIC,McLaren,13.0,2.0,MEDIUM,HARD,0 days 01:18:16.235000
2022,Austrian Grand Prix,RIC,McLaren,45.0,3.0,HARD,None,0 days 01:56:49.845000
2022,Austrian Grand Prix,OCO,Alpine,17.0,2.0,MEDIUM,HARD,0 days 01:22:56.624000
2022,Austrian Grand Prix,OCO,Alpine,45.0,3.0,HARD,None,0 days 01:56:37.999000
2022,Austrian Grand Prix,NOR,McLaren,15.0,2.0,MEDIUM,HARD,0 days 01:20:38.099000
2022,Austrian Grand Prix,NOR,McLaren,44.0,3.0,HARD,None,0 days 01:55:38.018000
2022,Austrian Grand Prix,HAM,Mercedes,29.0,2.0,MEDIUM,HARD,0 days 01:37:13.158000
2022,Austrian Grand Prix,HAM,Mercedes,52.0,3.0,HARD,MEDIUM,0 days 02:04:34.615000
2022,Austrian Grand Prix,MSC,Haas F1 Team,17.0,2.0,MEDIUM,HARD,0 days 01:23:01.208000
2022,Austrian Grand Prix,MSC,Haas F1 Team,44.0,3.0,HARD,None,0 days 01:55:30.496000
2022,Austrian Grand Prix,VET,Aston Martin,21.0,2.0,HARD,MEDIUM,0 days 01:28:02.517000
2022,Austrian Grand Prix,VET,Aston Martin,46.0,3.0,MEDIUM,None,0 days 01:58:23.404000
2022,Austrian Grand Prix,SAI,Ferrari,28.0,2.0,MEDIUM,HARD,0 days 01:35:40.705000
2022,Austrian Grand Prix,SAI,Ferrari,52.0,3.0,HARD,None,0 days 02:04:03.266000
2022,Austrian Grand Prix,LAT,Williams,13.0,2.0,MEDIUM,HARD,0 days 01:18:22.822000
2022,Austrian Grand Prix,LAT,Williams,36.0,3.0,HARD,None,0 days 01:46:23.065000
2022,Austrian Grand Prix,RUS,Mercedes,12.0,2.0,MEDIUM,HARD,0 days 01:17:13.293000
2022,Austrian Grand Prix,RUS,Mercedes,41.0,3.0,HARD,None,0 days 01:51:57.923000
2022,Austrian Grand Prix,BOT,Alfa Romeo,7.0,2.0,MEDIUM,HARD,0 days 01:11:13.424000
2022,Austrian Grand Prix,BOT,Alfa Romeo,41.0,3.0,HARD,None,0 days 01:52:10.201000
2022,French Grand Prix,VER,Red Bull Racing,17.0,2.0,MEDIUM,HARD,0 days 01:11:12.844000
2022,French Grand Prix,GAS,AlphaTauri,19.0,2.0,HARD,MEDIUM,0 days 01:16:08.146000
2022,French Grand Prix,PER,Red Bull Racing,19.0,2.0,MEDIUM,HARD,0 days 01:15:47.194000
2022,French Grand Prix,ALO,Alpine,19.0,2.0,MEDIUM,HARD,0 days 01:15:51.665000
2022,French Grand Prix,STR,Aston Martin,19.0,2.0,MEDIUM,HARD,0 days 01:15:59.972000
2022,French Grand Prix,MAG,Haas F1 Team,9.0,2.0,MEDIUM,HARD,0 days 00:58:25.739000
2022,French Grand Prix,MAG,Haas F1 Team,19.0,3.0,HARD,HARD,0 days 01:16:29.081000
2022,French Grand Prix,TSU,AlphaTauri,12.0,2.0,MEDIUM,HARD,0 days 01:03:45.424000
2022,French Grand Prix,ALB,Williams,19.0,2.0,MEDIUM,HARD,0 days 01:16:03.975000
2022,French Grand Prix,ZHO,Alfa Romeo,10.0,2.0,MEDIUM,HARD,0 days 01:00:14.465000
2022,French Grand Prix,ZHO,Alfa Romeo,23.0,3.0,HARD,HARD,0 days 01:24:18.228000
2022,French Grand Prix,RIC,McLaren,19.0,2.0,MEDIUM,HARD,0 days 01:15:55.499000
2022,French Grand Prix,OCO,Alpine,19.0,2.0,MEDIUM,HARD,0 days 01:15:58.824000
2022,French Grand Prix,NOR,McLaren,19.0,2.0,MEDIUM,HARD,0 days 01:15:54.208000
2022,French Grand Prix,HAM,Mercedes,19.0,2.0,MEDIUM,HARD,0 days 01:15:45.296000
2022,French Grand Prix,MSC,Haas F1 Team,10.0,2.0,MEDIUM,HARD,0 days 01:00:09.560000
2022,French Grand Prix,MSC,Haas F1 Team,19.0,3.0,HARD,HARD,0 days 01:16:37.303000
2022,French Grand Prix,VET,Aston Martin,20.0,2.0,MEDIUM,HARD,0 days 01:18:21.912000
2022,French Grand Prix,SAI,Ferrari,19.0,2.0,HARD,MEDIUM,0 days 01:15:58.512000
2022,French Grand Prix,SAI,Ferrari,43.0,3.0,MEDIUM,MEDIUM,0 days 01:56:33.226000
2022,French Grand Prix,LAT,Williams,20.0,2.0,MEDIUM,HARD,0 days 01:18:23.143000
2022,French Grand Prix,LAT,Williams,39.0,3.0,HARD,MEDIUM,0 days 01:50:56.180000
2022,French Grand Prix,RUS,Mercedes,19.0,2.0,MEDIUM,HARD,0 days 01:15:49.894000
2022,French Grand Prix,BOT,Alfa Romeo,19.0,2.0,HARD,HARD,0 days 01:16:14.848000
2022,French Grand Prix,BOT,Alfa Romeo,37.0,3.0,HARD,MEDIUM,0 days 01:47:09.569000
2022,Hungarian Grand Prix,VER,Red Bull Racing,17.0,2.0,SOFT,MEDIUM,0 days 01:27:07.385000
2022,Hungarian Grand Prix,VER,Red Bull Racing,39.0,3.0,MEDIUM,MEDIUM,0 days 01:58:06.550000
2022,Hungarian Grand Prix,GAS,AlphaTauri,17.0,2.0,SOFT,MEDIUM,0 days 01:27:42.373000
2022,Hungarian Grand Prix,GAS,AlphaTauri,47.0,3.0,MEDIUM,SOFT,0 days 02:10:32.808000
2022,Hungarian Grand Prix,PER,Red Bull Racing,19.0,2.0,SOFT,MEDIUM,0 days 01:30:05.379000
2022,Hungarian Grand Prix,PER,Red Bull Racing,43.0,3.0,MEDIUM,MEDIUM,0 days 02:04:07.972000
2022,Hungarian Grand Prix,ALO,Alpine,22.0,2.0,MEDIUM,HARD,0 days 01:34:32.665000
2022,Hungarian Grand Prix,LEC,Ferrari,22.0,2.0,MEDIUM,MEDIUM,0 days 01:33:59.600000
2022,Hungarian Grand Prix,LEC,Ferrari,40.0,3.0,MEDIUM,HARD,0 days 01:59:28.995000
2022,Hungarian Grand Prix,LEC,Ferrari,55.0,4.0,HARD,SOFT,0 days 02:20:48.189000
2022,Hungarian Grand Prix,STR,Aston Martin,15.0,2.0,SOFT,MEDIUM,0 days 01:24:42.218000
2022,Hungarian Grand Prix,STR,Aston Martin,47.0,3.0,MEDIUM,SOFT,0 days 02:10:29.610000
2022,Hungarian Grand Prix,MAG,Haas F1 Team,7.0,2.0,MEDIUM,HARD,0 days 01:13:20.470000
2022,Hungarian Grand Prix,MAG,Haas F1 Team,36.0,3.0,HARD,MEDIUM,0 days 01:55:20.865000
2022,Hungarian Grand Prix,MAG,Haas F1 Team,68.0,4.0,MEDIUM,SOFT,0 days 02:41:21.420000
2022,Hungarian Grand Prix,TSU,AlphaTauri,14.0,2.0,SOFT,MEDIUM,0 days 01:23:20.813000
2022,Hungarian Grand Prix,TSU,AlphaTauri,34.0,3.0,MEDIUM,SOFT,0 days 01:52:35.927000
2022,Hungarian Grand Prix,TSU,AlphaTauri,52.0,4.0,SOFT,SOFT,0 days 02:18:38.935000
2022,Hungarian Grand Prix,ALB,Williams,3.0,2.0,SOFT,MEDIUM,0 days 01:07:35.710000
2022,Hungarian Grand Prix,ALB,Williams,22.0,3.0,MEDIUM,MEDIUM,0 days 01:35:09.057000
2022,Hungarian Grand Prix,ALB,Williams,41.0,4.0,MEDIUM,SOFT,0 days 02:02:35.972000
2022,Hungarian Grand Prix,ZHO,Alfa Romeo,28.0,2.0,MEDIUM,HARD,0 days 01:43:25.985000
2022,Hungarian Grand Prix,ZHO,Alfa Romeo,52.0,3.0,HARD,SOFT,0 days 02:18:11.932000
2022,Hungarian Grand Prix,RIC,McLaren,16.0,2.0,SOFT,MEDIUM,0 days 01:26:06.087000
2022,Hungarian Grand Prix,RIC,McLaren,47.0,3.0,MEDIUM,HARD,0 days 02:10:27.294000
2022,Hungarian Grand Prix,OCO,Alpine,24.0,2.0,MEDIUM,HARD,0 days 01:37:24.494000
2022,Hungarian Grand Prix,NOR,McLaren,15.0,2.0,SOFT,MEDIUM,0 days 01:24:30.256000
2022,Hungarian Grand Prix,NOR,McLaren,43.0,3.0,MEDIUM,HARD,0 days 02:04:24.643000
2022,Hungarian Grand Prix,HAM,Mercedes,20.0,2.0,MEDIUM,MEDIUM,0 days 01:31:24.476000
2022,Hungarian Grand Prix,HAM,Mercedes,52.0,3.0,MEDIUM,SOFT,0 days 02:16:27.279000
2022,Hungarian Grand Prix,MSC,Haas F1 Team,22.0,2.0,MEDIUM,HARD,0 days 01:34:46.372000
2022,Hungarian Grand Prix,MSC,Haas F1 Team,42.0,3.0,HARD,MEDIUM,0 days 02:03:47.811000
2022,Hungarian Grand Prix,VET,Aston Martin,16.0,2.0,SOFT,MEDIUM,0 days 01:26:08.547000
2022,Hungarian Grand Prix,VET,Aston Martin,47.0,3.0,MEDIUM,MEDIUM,0 days 02:10:30.906000
2022,Hungarian Grand Prix,SAI,Ferrari,18.0,2.0,MEDIUM,MEDIUM,0 days 01:28:25.744000
2022,Hungarian Grand Prix,SAI,Ferrari,48.0,3.0,MEDIUM,SOFT,0 days 02:10:47.235000
2022,Hungarian Grand Prix,LAT,Williams,19.0,2.0,MEDIUM,MEDIUM,0 days 01:30:38.422000
2022,Hungarian Grand Prix,LAT,Williams,40.0,3.0,MEDIUM,SOFT,0 days 02:00:59.512000
2022,Hungarian Grand Prix,LAT,Williams,57.0,4.0,SOFT,SOFT,0 days 02:25:37.206000
2022,Hungarian Grand Prix,RUS,Mercedes,17.0,2.0,SOFT,MEDIUM,0 days 01:26:59.156000
2022,Hungarian Grand Prix,RUS,Mercedes,40.0,3.0,MEDIUM,MEDIUM,0 days 01:59:31.630000
2022,Hungarian Grand Prix,BOT,Alfa Romeo,27.0,2.0,MEDIUM,HARD,0 days 01:41:54.991000
2022,Belgian Grand Prix,VER,Red Bull Racing,16.0,2.0,SOFT,MEDIUM,0 days 01:36:06.161000
2022,Belgian Grand Prix,VER,Red Bull Racing,31.0,3.0,MEDIUM,MEDIUM,0 days 02:04:25.591000
2022,Belgian Grand Prix,GAS,AlphaTauri,11.0,2.0,MEDIUM,HARD,0 days 01:27:01.523000
2022,Belgian Grand Prix,GAS,AlphaTauri,23.0,3.0,HARD,SOFT,0 days 01:50:16.260000
2022,Belgian Grand Prix,PER,Red Bull Racing,15.0,2.0,MEDIUM,MEDIUM,0 days 01:34:16.534000
2022,Belgian Grand Prix,PER,Red Bull Racing,28.0,3.0,MEDIUM,HARD,0 days 01:59:01.442000
2022,Belgian Grand Prix,ALO,Alpine,12.0,2.0,MEDIUM,MEDIUM,0 days 01:28:42.985000
2022,Belgian Grand Prix,ALO,Alpine,26.0,3.0,MEDIUM,HARD,0 days 01:55:50.365000
2022,Belgian Grand Prix,LEC,Ferrari,4.0,2.0,SOFT,MEDIUM,0 days 01:13:12.755000
2022,Belgian Grand Prix,LEC,Ferrari,26.0,3.0,MEDIUM,MEDIUM,0 days 01:55:41.281000
2022,Belgian Grand Prix,LEC,Ferrari,43.0,4.0,MEDIUM,SOFT,0 days 02:27:57.577000
2022,Belgian Grand Prix,STR,Aston Martin,16.0,2.0,MEDIUM,MEDIUM,0 days 01:36:35.979000
2022,Belgian Grand Prix,STR,Aston Martin,27.0,3.0,MEDIUM,HARD,0 days 01:58:02.032000
2022,Belgian Grand Prix,MAG,Haas F1 Team,12.0,2.0,MEDIUM,HARD,0 days 01:29:01.274000
2022,Belgian Grand Prix,MAG,Haas F1 Team,28.0,3.0,HARD,MEDIUM,0 days 02:00:04.320000
2022,Belgian Grand Prix,TSU,AlphaTauri,19.0,2.0,HARD,MEDIUM,0 days 01:42:35.719000
2022,Belgian Grand Prix,TSU,AlphaTauri,31.0,3.0,MEDIUM,SOFT,0 days 02:05:42.937000
2022,Belgian Grand Prix,ALB,Williams,11.0,2.0,MEDIUM,HARD,0 days 01:26:54.905000
2022,Belgian Grand Prix,ALB,Williams,27.0,3.0,HARD,MEDIUM,0 days 01:57:58.317000
2022,Belgian Grand Prix,ZHO,Alfa Romeo,15.0,2.0,MEDIUM,MEDIUM,0 days 01:34:45.480000
2022,Belgian Grand Prix,ZHO,Alfa Romeo,29.0,3.0,MEDIUM,SOFT,0 days 02:01:53.508000
